fish	lice	bicor	p	positive	absolute
gene29312:106568161	EMLSAT00000011562	0.502846646950288	6.52462547478724e-09	TRUE	0.502846646950288
gene29977:106568958	EMLSAT00000011562	0.538368053781733	3.21922409470078e-10	TRUE	0.538368053781733
gene30838:106569723	EMLSAT00000011562	0.536059000567614	3.95695916091801e-10	TRUE	0.536059000567614
gene31010:106570097	EMLSAT00000011562	0.514677266428363	2.48828969358899e-09	TRUE	0.514677266428363
gene31199:106569946	EMLSAT00000011562	0.502073526024892	6.94005833302448e-09	TRUE	0.502073526024892
gene32149:106571007	EMLSAT00000011562	0.524002063483699	1.13359683200685e-09	TRUE	0.524002063483699
gene34053:106572905	EMLSAT00000011562	0.523753246488329	1.15798809606879e-09	TRUE	0.523753246488329
gene3701:106577306	EMLSAT00000011562	0.501268905160182	7.39932731179863e-09	TRUE	0.501268905160182
gene41703:106580567	EMLSAT00000011562	0.51135512788042	3.27400753612552e-09	TRUE	0.51135512788042
gene43410:106582252	EMLSAT00000011562	0.527434501068338	8.4362911653038e-10	TRUE	0.527434501068338
gene45025:106583787	EMLSAT00000011562	0.522400496380866	1.29968700542442e-09	TRUE	0.522400496380866
gene45882:106584615	EMLSAT00000011562	0.504282509982263	5.81554833003089e-09	TRUE	0.504282509982263
gene48743:106587505	EMLSAT00000011562	0.508254326697298	4.21862930308803e-09	TRUE	0.508254326697298
gene50243:100196065	EMLSAT00000011562	0.501109075517797	7.49396472476175e-09	TRUE	0.501109075517797
gene50565:106588994	EMLSAT00000011562	0.519386634691829	1.67783308296844e-09	TRUE	0.519386634691829
gene51172:100194611	EMLSAT00000011562	0.516531014310654	2.1322656437068e-09	TRUE	0.516531014310654
gene51773:100195814	EMLSAT00000011562	0.504335133096615	5.79102062665666e-09	TRUE	0.504335133096615
gene51795:100196625	EMLSAT00000011562	0.503460421022377	6.21191942067524e-09	TRUE	0.503460421022377
gene5653:106596048	EMLSAT00000011562	0.520526388005658	1.5238183837154e-09	TRUE	0.520526388005658
gene6179:106598980	EMLSAT00000011562	0.505768572871925	5.15982863690779e-09	TRUE	0.505768572871925
gene7350:106600986	EMLSAT00000011562	0.506752936217578	4.76522168917181e-09	TRUE	0.506752936217578
gene7633:106601262	EMLSAT00000011562	0.501624201838448	7.19304205495907e-09	TRUE	0.501624201838448
gene9422:106602874	EMLSAT00000011562	0.510598038185806	3.48386448779404e-09	TRUE	0.510598038185806
gene45181:100380384	EMLSAT00000008430	0.500460331307853	7.89015768739031e-09	TRUE	0.500460331307853
gene11138:100195986	EMLSAT00000005238	0.506033085666098	5.05081385137511e-09	TRUE	0.506033085666098
gene14080:100136373	EMLSAT00000005238	0.514066182846293	2.61769525376935e-09	TRUE	0.514066182846293
gene15153:106608334	EMLSAT00000005238	0.522179284214289	1.32439116776898e-09	TRUE	0.522179284214289
gene18469:106611516	EMLSAT00000005238	0.523603895404327	1.17287047791315e-09	TRUE	0.523603895404327
gene21482:100306759	EMLSAT00000005238	0.507811723700041	4.37316750708035e-09	TRUE	0.507811723700041
gene2829:100196856	EMLSAT00000005238	0.534462646930995	4.55951719014168e-10	TRUE	0.534462646930995
gene29977:106568958	EMLSAT00000005238	0.514581259912723	2.50820518173616e-09	TRUE	0.514581259912723
gene31010:106570097	EMLSAT00000005238	0.50945284981547	3.82603655303404e-09	TRUE	0.50945284981547
gene33819:106572680	EMLSAT00000005238	0.501486784449967	7.27216349072581e-09	TRUE	0.501486784449967
gene48743:106587505	EMLSAT00000005238	0.502634155790076	6.63636463506099e-09	TRUE	0.502634155790076
gene50565:106588994	EMLSAT00000005238	0.512309609119539	3.02669937055665e-09	TRUE	0.512309609119539
gene51773:100195814	EMLSAT00000005238	0.506265598045649	4.95681681142242e-09	TRUE	0.506265598045649
gene51795:100196625	EMLSAT00000005238	0.500679393893185	7.75417890539203e-09	TRUE	0.500679393893185
gene5653:106596048	EMLSAT00000005238	0.517700037290033	1.93350169792808e-09	TRUE	0.517700037290033
gene19139:100194634	EMLSAT00000011352	0.514703227835724	2.48293044703299e-09	TRUE	0.514703227835724
gene3035:100195938	EMLSAT00000011352	0.512407214001999	3.00244628034636e-09	TRUE	0.512407214001999
gene19139:100194634	EMLSAT00000008017	0.515542636598812	2.31550669563844e-09	TRUE	0.515542636598812
gene3035:100195938	EMLSAT00000004902	0.501666042628392	7.16911570464431e-09	TRUE	0.501666042628392
gene14092:106607319	EMLSAT00000006557	0.511203168832682	3.31512998962364e-09	TRUE	0.511203168832682
gene19139:100194634	EMLSAT00000006557	0.547956620676666	1.34365672536782e-10	TRUE	0.547956620676666
gene7547:100195206	EMLSAT00000006557	0.515288953623669	2.3649254944361e-09	TRUE	0.515288953623669
gene41639:106580518	EMLSAT00000002953	0.502839971992786	6.52810788606161e-09	TRUE	0.502839971992786
gene15003:106608159	EMLSAT00000010626	0.513220491209944	2.80749415636285e-09	TRUE	0.513220491209944
gene19621:106612651	EMLSAT00000010626	0.532009499387188	5.66098260636257e-10	TRUE	0.532009499387188
gene29049:106567847	EMLSAT00000010626	0.506342891795197	4.92594320307084e-09	TRUE	0.506342891795197
gene300:106567335	EMLSAT00000010626	0.504078111821677	5.91176791127217e-09	TRUE	0.504078111821677
gene41288:106579927	EMLSAT00000010626	0.532771136910426	5.29414935709242e-10	TRUE	0.532771136910426
gene41639:106580518	EMLSAT00000010626	0.517835114975676	1.91171785825487e-09	TRUE	0.517835114975676
gene42553:106581405	EMLSAT00000010626	0.5016332181564	7.1878796709827e-09	TRUE	0.5016332181564
gene48520:106587207	EMLSAT00000010626	0.51202979237455	3.09727675359536e-09	TRUE	0.51202979237455
gene50301:106588785	EMLSAT00000010626	0.564462546240596	2.79415839177273e-11	TRUE	0.564462546240596
gene56580:100380811	EMLSAT00000010626	0.505646446913216	5.21091987873111e-09	TRUE	0.505646446913216
gene41639:106580518	EMLSAT00000005508	0.514630099596724	2.49805486344767e-09	TRUE	0.514630099596724
gene10745:106604170	EMLSAT00000005516	0.525931170593928	9.60557468167108e-10	TRUE	0.525931170593928
gene13896:106607215	EMLSAT00000007595	0.503611043639488	6.13740756993504e-09	TRUE	0.503611043639488
gene26456:106565531	EMLSAT00000007595	0.501036613025607	7.53725245303106e-09	TRUE	0.501036613025607
gene31237:106569912	EMLSAT00000007595	0.506400183765349	4.9031781875039e-09	TRUE	0.506400183765349
gene41546:106580425	EMLSAT00000007595	0.509624629312242	3.77272774039766e-09	TRUE	0.509624629312242
gene32350:106571195	EMLSAT00000005293	0.549794705149664	1.13284223919582e-10	TRUE	0.549794705149664
gene7547:100195206	EMLSAT00000005293	0.502615756022259	6.64612614465658e-09	TRUE	0.502615756022259
gene23025:106562201	EMLSAT00000006905	0.505896613839755	5.10677944004903e-09	TRUE	0.505896613839755
gene14092:106607319	EMLSAT00000006696	0.508522998420736	4.12739330985621e-09	TRUE	0.508522998420736
gene19139:100194634	EMLSAT00000006696	0.545633787472649	1.66461624702247e-10	TRUE	0.545633787472649
gene19139:100194634	EMLSAT00000008389	0.508091480805698	4.27486823601533e-09	TRUE	0.508091480805698
gene3035:100195938	EMLSAT00000008389	0.522946674634511	1.24057545248239e-09	TRUE	0.522946674634511
gene32679:106571480	EMLSAT00000008389	0.50970669231656	3.74751343008893e-09	TRUE	0.50970669231656
gene19139:100194634	EMLSAT00000009020	0.504062607988768	5.91912829803712e-09	TRUE	0.504062607988768
gene19139:100194634	EMLSAT00000011318	0.522490360735218	1.28977841819724e-09	TRUE	0.522490360735218
gene3877:100195262	EMLSAT00000012477	0.513254443733819	2.79962575941118e-09	TRUE	0.513254443733819
gene38590:106577488	EMLSAT00000007592	0.508191879544654	4.2401109554921e-09	TRUE	0.508191879544654
gene43062:100195705	EMLSAT00000004347	0.503594735710251	6.14543337350688e-09	TRUE	0.503594735710251
gene51795:100196625	EMLSAT00000004347	0.506069471089957	5.03599231305275e-09	TRUE	0.506069471089957
gene3877:100195262	EMLSAT00000004356	0.50294970826823	6.4710828188631e-09	TRUE	0.50294970826823
gene50301:106588785	EMLSAT00000009469	0.526220812161373	9.36879654563829e-10	TRUE	0.526220812161373
gene51677:100380803	EMLSAT00000009469	0.507424593971397	4.51278135168592e-09	TRUE	0.507424593971397
gene41546:106580425	EMLSAT00000004865	0.504046606198279	5.92673431294465e-09	TRUE	0.504046606198279
gene14092:106607319	EMLSAT00000011101	0.537972388286227	3.33544988363007e-10	TRUE	0.537972388286227
gene19139:100194634	EMLSAT00000011101	0.56414801237476	2.88138178176159e-11	TRUE	0.56414801237476
gene37571:106576478	EMLSAT00000011101	0.510861638705747	3.40937199942778e-09	TRUE	0.510861638705747
gene19139:100194634	EMLSAT00000001505	0.516255993644018	2.18180350100028e-09	TRUE	0.516255993644018
gene19139:100194634	EMLSAT00000010991	0.522217745110219	1.3200638015667e-09	TRUE	0.522217745110219
gene27701:106566669	EMLSAT00000005706	0.500979417292854	7.57158943858162e-09	TRUE	0.500979417292854
gene32679:106571480	EMLSAT00000005738	0.500081568612715	8.13068231209380e-09	TRUE	0.500081568612715
gene19621:106612651	EMLSAT00000008623	0.508765363843252	4.04671872632341e-09	TRUE	0.508765363843252
gene41639:106580518	EMLSAT00000008623	0.507457535565945	4.50073668441144e-09	TRUE	0.507457535565945
gene48520:106587207	EMLSAT00000008623	0.503943800719219	5.97582432085557e-09	TRUE	0.503943800719219
gene50301:106588785	EMLSAT00000008623	0.536830281332228	3.69406698852775e-10	TRUE	0.536830281332228
gene9920:106603378	EMLSAT00000008623	0.501259726462165	7.40473096712706e-09	TRUE	0.501259726462165
gene19139:100194634	EMLSAT00000008909	0.502374018080185	6.7756605894445e-09	TRUE	0.502374018080185
gene3035:100195938	EMLSAT00000006793	0.503136315061563	6.37520765721017e-09	TRUE	0.503136315061563
gene14080:100136373	EMLSAT00000004269	0.500892993649635	7.62375806485059e-09	TRUE	0.500892993649635
gene16762:100136354	EMLSAT00000004269	0.508540485823569	4.12152106378375e-09	TRUE	0.508540485823569
gene18469:106611516	EMLSAT00000004269	0.502462210691928	6.72812462306877e-09	TRUE	0.502462210691928
gene19443:106612432	EMLSAT00000004269	0.516550632198246	2.12877360982664e-09	TRUE	0.516550632198246
gene20025:106612983	EMLSAT00000004269	0.519268472992429	1.69463071182438e-09	TRUE	0.519268472992429
gene20635:106613625	EMLSAT00000004269	0.506668672593752	4.79783311572797e-09	TRUE	0.506668672593752
gene2282:106563677	EMLSAT00000004269	0.530079815923626	6.70325615541786e-10	TRUE	0.530079815923626
gene23791:100196080	EMLSAT00000004269	0.50695211451413	4.68898037195368e-09	TRUE	0.50695211451413
gene24805:100196272	EMLSAT00000004269	0.503853648836214	6.01919317910784e-09	TRUE	0.503853648836214
gene27701:106566669	EMLSAT00000004269	0.504852370214619	5.55516177327279e-09	TRUE	0.504852370214619
gene28155:106567051	EMLSAT00000004269	0.517867496342124	1.90653091947988e-09	TRUE	0.517867496342124
gene31010:106570097	EMLSAT00000004269	0.516147855426696	2.20158325372077e-09	TRUE	0.516147855426696
gene31101:106570028	EMLSAT00000004269	0.520580457956412	1.51686048639406e-09	TRUE	0.520580457956412
gene33819:106572680	EMLSAT00000004269	0.518669885439148	1.78223953538682e-09	TRUE	0.518669885439148
gene39769:106578694	EMLSAT00000004269	0.519646182159439	1.64149658838576e-09	TRUE	0.519646182159439
gene40619:106579508	EMLSAT00000004269	0.500363975890351	7.95069025862659e-09	TRUE	0.500363975890351
gene42339:106581113	EMLSAT00000004269	0.535419573650092	4.18848719022707e-10	TRUE	0.535419573650092
gene49770:106588488	EMLSAT00000004269	0.513584834204769	2.72415699726342e-09	TRUE	0.513584834204769
gene50302:100195751	EMLSAT00000004269	0.512517874428942	2.97517498225861e-09	TRUE	0.512517874428942
gene50565:106588994	EMLSAT00000004269	0.500153259431185	8.08462347338608e-09	TRUE	0.500153259431185
gene51773:100195814	EMLSAT00000004269	0.520591243884217	1.51547617824085e-09	TRUE	0.520591243884217
gene51795:100196625	EMLSAT00000004269	0.514026125109301	2.62640018893055e-09	TRUE	0.514026125109301
gene5653:106596048	EMLSAT00000004269	0.535873247220175	4.02291596700754e-10	TRUE	0.535873247220175
gene7350:106600986	EMLSAT00000004269	0.531007734998043	6.18088638508724e-10	TRUE	0.531007734998043
gene14092:106607319	EMLSAT00000008586	0.503353026584428	6.26557606155697e-09	TRUE	0.503353026584428
gene19139:100194634	EMLSAT00000008586	0.562796665885819	3.28697822942107e-11	TRUE	0.562796665885819
gene7547:100195206	EMLSAT00000008586	0.515948789447171	2.23844637026641e-09	TRUE	0.515948789447171
gene19139:100194634	EMLSAT00000007138	0.520422539634873	1.53726811532893e-09	TRUE	0.520422539634873
gene19139:100194634	EMLSAT00000002766	0.523863658248669	1.14710287351446e-09	TRUE	0.523863658248669
gene3035:100195938	EMLSAT00000004252	0.521244143146303	1.43390598253021e-09	TRUE	0.521244143146303
gene16853:106609942	EMLSAT00000002162	0.509911802933081	3.68519796551079e-09	TRUE	0.509911802933081
gene46978:100196092	EMLSAT00000001225	0.502744836643844	6.57793554030456e-09	TRUE	0.502744836643844
gene41546:106580425	EMLSAT00000001203	0.500475560523224	7.88063092354278e-09	TRUE	0.500475560523224
gene41639:106580518	EMLSAT00000001203	0.506081581273088	5.03106852046026e-09	TRUE	0.506081581273088
gene50301:106588785	EMLSAT00000001203	0.501714299338926	7.14161529461382e-09	TRUE	0.501714299338926
gene19139:100194634	EMLSAT00000001207	0.504682579475513	5.63155022721298e-09	TRUE	0.504682579475513
gene3035:100195938	EMLSAT00000001207	0.513792485253359	2.67772938590308e-09	TRUE	0.513792485253359
gene14092:106607319	EMLSAT00000001659	0.533198685585234	5.09837188685988e-10	TRUE	0.533198685585234
gene19139:100194634	EMLSAT00000001659	0.54893650499772	1.22696289169714e-10	TRUE	0.54893650499772
gene41639:106580518	EMLSAT00000001000	0.513454380104938	2.75371915041724e-09	TRUE	0.513454380104938
gene50301:106588785	EMLSAT00000001000	0.500194246545719	8.05840327359482e-09	TRUE	0.500194246545719
gene11814:106605185	EMLSAT00000004488	-0.505238378264402	5.38518140637155e-09	FALSE	0.505238378264402
gene13893:106607218	EMLSAT00000004488	-0.506069507988598	5.03597730367384e-09	FALSE	0.506069507988598
gene13985:106607129	EMLSAT00000004488	-0.510042727009342	3.64594316042518e-09	FALSE	0.510042727009342
gene20136:106613124	EMLSAT00000004488	-0.506196608039282	4.98453049244056e-09	FALSE	0.506196608039282
gene2506:106567038	EMLSAT00000004488	-0.5159190358795	2.24400686004682e-09	FALSE	0.5159190358795
gene26673:106565827	EMLSAT00000004488	-0.503282600187342	6.30100386149486e-09	FALSE	0.503282600187342
gene3746:106578085	EMLSAT00000004488	-0.5236675878945	1.16650134847845e-09	FALSE	0.5236675878945
gene41288:106579927	EMLSAT00000004488	-0.519719313546886	1.63139565966685e-09	FALSE	0.519719313546886
gene41639:106580518	EMLSAT00000004488	-0.516933396767385	2.06173047112482e-09	FALSE	0.516933396767385
gene44325:106583233	EMLSAT00000004488	-0.519067913763432	1.72351262859682e-09	FALSE	0.519067913763432
gene50370:106588800	EMLSAT00000004488	-0.511904828836284	3.12930425227622e-09	FALSE	0.511904828836284
gene51233:106589675	EMLSAT00000004488	-0.512335089300077	3.02034990166362e-09	FALSE	0.512335089300077
gene11138:100195986	EMLSAT00000001046	-0.500795827471463	7.6828231688001e-09	FALSE	0.500795827471463
gene16762:100136354	EMLSAT00000001046	-0.508860783042413	4.01537451391484e-09	FALSE	0.508860783042413
gene18469:106611516	EMLSAT00000001046	-0.512516523733233	2.97550641005094e-09	FALSE	0.512516523733233
gene23791:100196080	EMLSAT00000001046	-0.506425842954065	4.89301527033175e-09	FALSE	0.506425842954065
gene2829:100196856	EMLSAT00000001046	-0.51729357994311	2.00049962019065e-09	FALSE	0.51729357994311
gene31101:106570028	EMLSAT00000001046	-0.51572440670918	2.28070893735134e-09	FALSE	0.51572440670918
gene33819:106572680	EMLSAT00000001046	-0.523981194512079	1.13562345505013e-09	FALSE	0.523981194512079
gene42339:106581113	EMLSAT00000001046	-0.512710514156954	2.92826743274985e-09	FALSE	0.512710514156954
gene49770:106588488	EMLSAT00000001046	-0.502555105022694	6.67840059952146e-09	FALSE	0.502555105022694
gene51773:100195814	EMLSAT00000001046	-0.510418349479722	3.53553734891725e-09	FALSE	0.510418349479722
gene5653:106596048	EMLSAT00000001046	-0.525441479717244	1.00190455602087e-09	FALSE	0.525441479717244
gene6179:106598980	EMLSAT00000001046	-0.505234221572871	5.38698493923991e-09	FALSE	0.505234221572871
gene9822:100194650	EMLSAT00000001046	-0.506293604226652	4.94560883999578e-09	FALSE	0.506293604226652
gene5773:100194782	EMLSAT00000001544	-0.51431685332474	2.56384848862026e-09	FALSE	0.51431685332474
gene10745:106604170	EMLSAT00000001803	-0.50239383918979	6.76494897943722e-09	FALSE	0.50239383918979
gene42339:106581113	EMLSAT00000011382	-0.514004468598879	2.63111793751233e-09	FALSE	0.514004468598879
gene51795:100196625	EMLSAT00000011382	-0.503405317639197	6.23939495967429e-09	FALSE	0.503405317639197
gene2506:106567038	EMLSAT00000010448	-0.509012677712134	3.96595920553159e-09	FALSE	0.509012677712134
gene19619:106612654	EMLSAT00000009444	-0.508562116140463	4.11426873296768e-09	FALSE	0.508562116140463
gene37982:106576723	EMLSAT00000009444	-0.538089841791174	3.30053278619574e-10	FALSE	0.538089841791174
gene2282:106563677	EMLSAT00000012219	-0.514457716632025	2.53405835912398e-09	FALSE	0.514457716632025
gene24805:100196272	EMLSAT00000012219	-0.515557332695126	2.31267444491762e-09	FALSE	0.515557332695126
gene27701:106566669	EMLSAT00000012219	-0.500230455981745	8.03530733769754e-09	FALSE	0.500230455981745
gene28155:106567051	EMLSAT00000012219	-0.510956818607388	3.38285243947023e-09	FALSE	0.510956818607388
gene31010:106570097	EMLSAT00000012219	-0.50912023949396	3.93132036372174e-09	FALSE	0.50912023949396
gene31101:106570028	EMLSAT00000012219	-0.511834525264912	3.14746230224864e-09	FALSE	0.511834525264912
gene33819:106572680	EMLSAT00000012219	-0.507727910419581	4.4030374201969e-09	FALSE	0.507727910419581
gene42339:106581113	EMLSAT00000012219	-0.506424771556829	4.89343921713114e-09	FALSE	0.506424771556829
gene49770:106588488	EMLSAT00000012219	-0.503938947272963	5.97815148149765e-09	FALSE	0.503938947272963
gene51773:100195814	EMLSAT00000012219	-0.504440741730546	5.74209558996093e-09	FALSE	0.504440741730546
gene5653:106596048	EMLSAT00000012219	-0.519508343058447	1.66069870367635e-09	FALSE	0.519508343058447
gene7350:106600986	EMLSAT00000012219	-0.525758433143686	9.74951525495079e-10	FALSE	0.525758433143686
gene73980:100196135	EMLSAT00000012219	-0.504584591051058	5.67609282404151e-09	FALSE	0.504584591051058
gene16406:106609518	EMLSAT00000011694	-0.504542995489468	5.69510299904998e-09	FALSE	0.504542995489468
gene2506:106567038	EMLSAT00000011694	-0.525801946580077	9.71306155998139e-10	FALSE	0.525801946580077
gene9422:106602874	EMLSAT00000012164	-0.501088943673415	7.50596711796727e-09	FALSE	0.501088943673415
gene11601:100196367	EMLSAT00000011257	-0.500796190725695	7.68260153932604e-09	FALSE	0.500796190725695
gene41639:106580518	EMLSAT00000011257	-0.505316553639766	5.35136993260218e-09	FALSE	0.505316553639766
gene41546:106580425	EMLSAT00000007774	-0.517197580218263	2.0166464057068e-09	FALSE	0.517197580218263
gene22325:106561487	EMLSAT00000008451	-0.500087700507065	8.12673295963233e-09	FALSE	0.500087700507065
gene2506:106567038	EMLSAT00000008451	-0.545157026261384	1.73908101887989e-10	FALSE	0.545157026261384
gene38590:106577488	EMLSAT00000008451	-0.512927239113982	2.8763446191453e-09	FALSE	0.512927239113982
gene50370:106588800	EMLSAT00000008451	-0.50495893693851	5.50772680629805e-09	FALSE	0.50495893693851
gene16406:106609518	EMLSAT00000011562	-0.507033648812193	4.65810981963112e-09	FALSE	0.507033648812193
gene2506:106567038	EMLSAT00000011562	-0.539104962215747	3.01307675910422e-10	FALSE	0.539104962215747
gene50370:106588800	EMLSAT00000011562	-0.521540227138527	1.39832210614552e-09	FALSE	0.521540227138527
gene13893:106607218	EMLSAT00000005238	-0.521004040407229	1.46339986628498e-09	FALSE	0.521004040407229
gene20136:106613124	EMLSAT00000005238	-0.504926782257546	5.52199837652469e-09	FALSE	0.504926782257546
